"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Dec 06 23:39:20 GMT 2020","Sun Dec 06 23:39:20 GMT 2020","168","","me.tim.team.quiz_back.QuizBackApplicationTests","","me.tim.team.quiz_back.QuizBackApplicationTests","contextLoads","contextLoads()",""
